subject_id,subject_label,predicate_id,object_id,object_label,mapping_justification,author_id,reviewer_id,confidence,comment
mimic:52026,Estimated GFR (MDRD equation),skos:exactMatch,omop:46235172,Glomerular filtration rate/1.73 sq M.predicted by Creatinine-based formula (MDRD) in Blood,HumanCurated,orcid:0000-0001-8822-1884,orcid:0000-0002-9348-9284,,
mimic:51228,Heparin,skos:exactMatch,omop:40769146,Heparin unfractionated [Units/volume] in Platelet poor plasma,HumanCurated,,"orcid:0000-0001-8822-1884,0000-0002-9348-9284",,
mimic:50939,"Hepatitis B Core Antibody, IgM",skos:exactMatch,omop:3013527,Hepatitis B virus core IgM Ab [Presence] in Serum,HumanCurated,orcid:0000-0001-8822-1884,orcid:0000-0002-9348-9284,,
mimic:52014,Voided Specimen,,,,,,,,Not a lab test
mimic:50843,"Lactate Dehydrogenase, Ascites",skos:closeMatch,omop:3008581,Lactate dehydrogenase [Enzymatic activity/volume] in Peritoneal fluid,HumanCurated,orcid:0000-0001-8822-1884,orcid:0000-0002-9348-9284,,Discouraged LOINC code
mimic:50966,Phenobarbital,skos:exactMatch,omop:3025411,PHENobarbital [Mass/volume] in Serum or Plasma,HumanCurated,,"orcid:0000-0001-8822-1884,0000-0002-9348-9284",,
mimic:51748,Treponema pallidum (Syphilis) Ab,skos:exactMatch,omop:3019832,Treponema pallidum Ab [Presence] in Serum,HumanCurated,orcid:0000-0001-8822-1884,orcid:0000-0002-9348-9284,,
mimic:52266,Macrophage,skos:exactMatch,omop:3028502,Macrophages/100 leukocytes in Cerebral spinal fluid,HumanCurated,orcid:0000-0001-8822-1884,orcid:0000-0002-9348-9284,,
mimic:51749,Treponema pallidum (syphilis) value,skos:exactMatch,omop:3015378,Treponema pallidum Ab [Units/volume] in Serum,HumanCurated,orcid:0000-0001-8822-1884,orcid:0000-0002-9348-9284,,
mimic:51225,Hemoglobin F,skos:exactMatch,omop:3018738,Hemoglobin F/Hemoglobin.total in Blood,HumanCurated,,"orcid:0000-0001-8822-1884,0000-0002-9348-9284",,Duplicate of itemid 51212
mimic:51428,Macrophage,skos:exactMatch,omop:3024126,Macrophages/100 leukocytes in Body fluid,HumanCurated,orcid:0000-0001-8822-1884,orcid:0000-0002-9348-9284,,
mimic:50836,"Amylase, Ascites",skos:exactMatch,omop:3008691,Amylase [Enzymatic activity/volume] in Peritoneal fluid,HumanCurated,orcid:0000-0001-8822-1884,orcid:0000-0002-9348-9284,,
mimic:51284,"Reticulocyte Count, Manual",skos:exactMatch,omop:3041154,Reticulocytes [#/volume] in Blood by Manual count,HumanCurated,orcid:0000-0001-8822-1884,orcid:0000-0002-9348-9284,,"Conflict. Label is ""Count"", Unit is ""%"""
mimic:51648,Hepatitis B Viral Load,skos:exactMatch,omop:3048505,Hepatitis B virus DNA [log units/volume] (viral load) in Serum or Plasma by NAA with probe detection,HumanCurated,orcid:0000-0001-8822-1884,orcid:0000-0002-9348-9284,,
mimic:50921,Estradiol,skos:exactMatch,omop:3025285,Estradiol (E2) [Mass/volume] in Serum or Plasma,HumanCurated,orcid:0000-0001-8822-1884,orcid:0000-0002-9348-9284,,
mimic:51223,Hemoglobin A2,skos:exactMatch,omop:3020784,Hemoglobin A2/Hemoglobin.total in Blood,HumanCurated,,"orcid:0000-0001-8822-1884,0000-0002-9348-9284",,
mimic:50899,Carbamazepine,skos:exactMatch,omop:3028639,carBAMazepine [Mass/volume] in Serum or Plasma,HumanCurated,,"orcid:0000-0001-8822-1884,0000-0002-9348-9284",,
mimic:50929,Gentamicin,skos:exactMatch,omop:3035510,Gentamicin [Mass/volume] in Serum or Plasma,HumanCurated,orcid:0000-0001-8822-1884,orcid:0000-0002-9348-9284,,
mimic:51261,Pappenheimer Bodies,skos:exactMatch,omop:3019761,Pappenheimer bodies [Presence] in Blood by Light microscopy,HumanCurated,,"orcid:0000-0001-8822-1884,0000-0002-9348-9284",,
mimic:51411,CD45,skos:exactMatch,omop:3001845,CD45 (Lymphs) cells/100 cells in Body fluid,HumanCurated,orcid:0000-0001-8822-1884,orcid:0000-0002-9348-9284,,
mimic:52195,Voided Specimen,,,,,,,,Not a lab test
mimic:51095,"Phosphate, Urine",skos:exactMatch,omop:3026729,Phosphate [Mass/volume] in Urine,HumanCurated,,"orcid:0000-0001-8822-1884,0000-0002-9348-9284",,
mimic:51453,Other,skos:exactMatch,omop:3015094,Leukocytes other/100 leukocytes in Pleural fluid,HumanCurated,orcid:0000-0001-8822-1884,orcid:0000-0002-9348-9284,,
mimic:51342,Wright Giemsa,skos:exactMatch,omop:3014837,Microscopic observation [Identifier] in Bone marrow by Wright Giemsa stain,HumanCurated,orcid:0000-0001-8822-1884,orcid:0000-0002-9348-9284,,
mimic:51398,CD19,skos:exactMatch,omop:3013368,CD19 cells/100 cells in Body fluid,HumanCurated,orcid:0000-0001-8822-1884,orcid:0000-0002-9348-9284,,
mimic:51376,Macrophage,skos:exactMatch,omop:3029170,Macrophages/100 leukocytes in Synovial fluid,HumanCurated,orcid:0000-0001-8822-1884,orcid:0000-0002-9348-9284,,
mimic:52012,UTX9,,,,,,,,Ambiguous name
mimic:51933,C. diff PCR,skos:exactMatch,omop:3051552,Clostridioides difficile toxin genes [Presence] in Stool by NAA with probe detection,HumanCurated,orcid:0000-0001-8822-1884,orcid:0000-0002-9348-9284,,
mimic:51460,"Blood, Occult",skos:broadMatch,omop:3016251,Hemoglobin.gastrointestinal [Presence] in Stool,HumanCurated,orcid:0000-0001-8822-1884,orcid:0000-0002-9348-9284,0.5,
mimic:51234,Immunophenotyping,skos:exactMatch,omop:40758359,Immunophenotyping study,HumanCurated,orcid:0000-0001-8822-1884,orcid:0000-0002-9348-9284,,
mimic:51123,Other,skos:exactMatch,omop:3008855,Leukocytes other/100 leukocytes in Peritoneal fluid,HumanCurated,orcid:0000-0001-8822-1884,orcid:0000-0002-9348-9284,,
mimic:51956,CDT027,,,,,,,,Ambiguous name
mimic:51425,Kappa,skos:exactMatch,omop:3051901,Kappa lymphocytes/100 lymphocytes in Body fluid,HumanCurated,orcid:0000-0001-8822-1884,orcid:0000-0002-9348-9284,,
mimic:51426,Lambda,skos:broadMatch,omop:3000611,Lambda lymphocytes/100 lymphocytes in Specimen,HumanCurated,orcid:0000-0001-8822-1884,orcid:0000-0002-9348-9284,0.1,
mimic:51076,"Bicarbonate, Urine",skos:exactMatch,omop:3008251,Bicarbonate [Moles/volume] in Urine,HumanCurated,orcid:0000-0001-8822-1884,orcid:0000-0002-9348-9284,,
mimic:51276,Quantitative G6PD,skos:exactMatch,omop:3003994,Glucose-6-Phosphate dehydrogenase [Enzymatic activity/mass] in Red Blood Cells,HumanCurated,orcid:0000-0001-8822-1884,orcid:0000-0002-9348-9284,,
mimic:51839,Anat Path Hold,,,,,,,,Not a lab test
mimic:51138,Anticardiolipin Antibody IgG,skos:exactMatch,omop:3009041,Cardiolipin IgG Ab [Units/volume] in Serum by Immunoassay,HumanCurated,orcid:0000-0001-8822-1884,orcid:0000-0002-9348-9284,,
mimic:51139,Anticardiolipin Antibody IgM,skos:exactMatch,omop:3015813,Cardiolipin IgM Ab [Units/volume] in Serum by Immunoassay,HumanCurated,orcid:0000-0001-8822-1884,orcid:0000-0002-9348-9284,,
mimic:51229,"Heparin, LMW",skos:exactMatch,omop:3045452,LMW Heparin [Units/volume] in Platelet poor plasma,HumanCurated,orcid:0000-0001-8822-1884,orcid:0000-0002-9348-9284,,
mimic:51444,Eosinophils,skos:exactMatch,omop:3001893,Eosinophils/100 leukocytes in Pleural fluid,HumanCurated,orcid:0000-0001-8822-1884,orcid:0000-0002-9348-9284,,
mimic:51505,Uric Acid Crystals,skos:exactMatch,omop:3036882,Urate crystals [Presence] in Urine sediment by Light microscopy,HumanCurated,,"orcid:0000-0001-8822-1884,0000-0002-9348-9284",,
mimic:50945,Homocysteine,skos:exactMatch,omop:3016724,Homocysteine [Moles/volume] in Serum or Plasma,HumanCurated,,"orcid:0000-0001-8822-1884,0000-0002-9348-9284",,
mimic:51899,Trichomonas vaginalis,skos:exactMatch,omop:3047204,Trichomonas vaginalis [Presence] in Specimen by Wet preparation,HumanCurated,orcid:0000-0001-8822-1884,orcid:0000-0002-9348-9284,,
mimic:51206,Factor VIII,skos:exactMatch,omop:3019250,Coagulation factor VIII activity actual/normal in Platelet poor plasma by Coagulation assay,HumanCurated,,"orcid:0000-0001-8822-1884,0000-0002-9348-9284",,
mimic:51904,PAN2,,,,,,,,Ambiguous name
mimic:51262,Pencil Cells,skos:exactMatch,omop:3011151,Pencil cells [Presence] in Blood by Light microscopy,HumanCurated,,"orcid:0000-0001-8822-1884,0000-0002-9348-9284",,
mimic:51795,"Lactate Dehydrogenase, CSF",skos:exactMatch,omop:3016920,Lactate dehydrogenase [Enzymatic activity/volume] in Cerebral spinal fluid,HumanCurated,orcid:0000-0001-8822-1884,orcid:0000-0002-9348-9284,,
mimic:52427,UCU2,,,,,,,,Ambiguous name
mimic:50913,Cryoglobulin,skos:exactMatch,omop:3021322,Cryoglobulin [Presence] in Serum,HumanCurated,orcid:0000-0001-8822-1884,orcid:0000-0002-9348-9284,,
mimic:52369,"Total Nucleated Cells, Other",skos:exactMatch,omop:40758914,Nucleated cells [#/volume] in Body fluid,HumanCurated,orcid:0000-0001-8822-1884,orcid:0000-0002-9348-9284,,
mimic:50989,"Testosterone, Free",skos:exactMatch,omop:3016049,Testosterone Free [Mass/volume] in Serum or Plasma,HumanCurated,,"orcid:0000-0001-8822-1884,0000-0002-9348-9284",,
mimic:51198,Envelope Cells,skos:exactMatch,omop:3017196,Microscopic observation [Identifier] in Specimen by Wright stain,HumanCurated,,"orcid:0000-0001-8822-1884,0000-0002-9348-9284",,
mimic:51140,Antithrombin,skos:exactMatch,omop:3000515,Antithrombin actual/normal in Platelet poor plasma by Chromogenic method,HumanCurated,orcid:0000-0001-8822-1884,orcid:0000-0002-9348-9284,,
mimic:50838,"Bilirubin, Total, Ascites",skos:exactMatch,omop:3011004,Bilirubin.total [Mass/volume] in Peritoneal fluid,HumanCurated,orcid:0000-0001-8822-1884,orcid:0000-0002-9348-9284,,
mimic:51325,CD45,skos:exactMatch,omop:3029857,CD45 (Lymphs) cells/100 cells in Bone marrow,HumanCurated,orcid:0000-0001-8822-1884,orcid:0000-0002-9348-9284,,
mimic:51066,24 hr Calcium,skos:exactMatch,omop:3007687,Calcium [Mass/time] in 24 hour Urine,HumanCurated,orcid:0000-0001-8822-1884,orcid:0000-0002-9348-9284,,
mimic:50841,"Creatinine, Ascites",skos:exactMatch,omop:3016647,Creatinine [Mass/volume] in Peritoneal fluid,HumanCurated,orcid:0000-0001-8822-1884,orcid:0000-0002-9348-9284,,
mimic:51662,HPE6,,,,,,,,Ambiguous name
mimic:51297,Thrombin,skos:exactMatch,omop:3036489,Thrombin time,HumanCurated,orcid:0000-0001-8822-1884,orcid:0000-0002-9348-9284,,
mimic:50997,Tobramycin,skos:exactMatch,omop:3035509,Tobramycin [Mass/volume] in Serum or Plasma,HumanCurated,orcid:0000-0001-8822-1884,orcid:0000-0002-9348-9284,,
mimic:50916,DHEA-Sulfate,skos:exactMatch,omop:3015884,Dehydroepiandrosterone sulfate (DHEA-S) [Mass/volume] in Serum or Plasma,HumanCurated,,"orcid:0000-0001-8822-1884,0000-0002-9348-9284",,
mimic:51412,CD5,skos:exactMatch,omop:40760535,CD5 cells/100 cells in Body fluid,HumanCurated,orcid:0000-0001-8822-1884,orcid:0000-0002-9348-9284,,
mimic:51047,"Amylase, Pleural",skos:exactMatch,omop:3015401,Amylase [Enzymatic activity/volume] in Pleural fluid,HumanCurated,orcid:0000-0001-8822-1884,orcid:0000-0002-9348-9284,,
mimic:51404,CD3,skos:exactMatch,omop:3033894,CD3 cells/100 cells in Body fluid,HumanCurated,orcid:0000-0001-8822-1884,orcid:0000-0002-9348-9284,,
mimic:51438,"RBC, Other Fluid",skos:exactMatch,omop:3010910,Erythrocytes [#/volume] in Body fluid,HumanCurated,orcid:0000-0001-8822-1884,orcid:0000-0002-9348-9284,,
mimic:51388,CD10,skos:exactMatch,omop:3030724,CD10 cells/100 cells in Body fluid,HumanCurated,orcid:0000-0001-8822-1884,orcid:0000-0002-9348-9284,,
mimic:51400,CD20,skos:exactMatch,omop:40760530,CD20 cells/100 cells in Body fluid,HumanCurated,orcid:0000-0001-8822-1884,orcid:0000-0002-9348-9284,,
mimic:51263,Plasma Cells,skos:exactMatch,omop:3018718,Plasma cells/100 leukocytes in Blood,HumanCurated,orcid:0000-0001-8822-1884,orcid:0000-0002-9348-9284,,
mimic:52278,Other,skos:exactMatch,omop:46234850,Other cells/100 leukocytes in Cerebral spinal fluid by Manual count,HumanCurated,orcid:0000-0001-8822-1884,orcid:0000-0002-9348-9284,,
mimic:52424,RFXUCU,,,,,,,,Ambiguous name
mimic:51114,Eosinophils,skos:exactMatch,omop:3019298,Eosinophils/100 leukocytes in Peritoneal fluid,HumanCurated,orcid:0000-0001-8822-1884,orcid:0000-0002-9348-9284,,
mimic:51434,Other Cell,skos:exactMatch,omop:46235833,Other cells/100 leukocytes in Body fluid,HumanCurated,orcid:0000-0001-8822-1884,orcid:0000-0002-9348-9284,,
mimic:51105,"Uric Acid, Urine",skos:exactMatch,omop:3033526,Urate [Mass/volume] in Urine,HumanCurated,,"orcid:0000-0001-8822-1884,0000-0002-9348-9284",,
mimic:51271,"Protein C, Functional",skos:exactMatch,omop:3020287,Protein C actual/normal in Platelet poor plasma by Coagulation assay,HumanCurated,orcid:0000-0001-8822-1884,orcid:0000-0002-9348-9284,,
mimic:51060,"Triglycerides, Pleural",skos:exactMatch,omop:3034207,Triglyceride [Mass/volume] in Pleural fluid,HumanCurated,orcid:0000-0001-8822-1884,orcid:0000-0002-9348-9284,,
mimic:51313,CD19,skos:exactMatch,omop:3035081,CD19 cells/100 cells in Bone marrow,HumanCurated,orcid:0000-0001-8822-1884,orcid:0000-0002-9348-9284,,
mimic:50857,Acetone,skos:exactMatch,omop:3022859,Acetone [Presence] in Serum or Plasma,HumanCurated,,"orcid:0000-0001-8822-1884,0000-0002-9348-9284",,
mimic:51419,Eosinophils,skos:exactMatch,omop:3021453,Eosinophils/100 leukocytes in Body fluid,HumanCurated,orcid:0000-0001-8822-1884,orcid:0000-0002-9348-9284,,
mimic:51056,"Miscellaneous, Pleural",,,,,,,,Not a lab test
mimic:51722,RFXLDLM,skos:broadMatch,omop:3028437,Cholesterol in LDL [Mass/volume] in Serum or Plasma,HumanCurated,orcid:0000-0001-8822-1884,orcid:0000-0002-9348-9284,0.1,
mimic:52256,Eosinophils,skos:exactMatch,omop:3022640,Eosinophils/100 leukocytes in Cerebral spinal fluid,HumanCurated,orcid:0000-0001-8822-1884,orcid:0000-0002-9348-9284,,
mimic:51319,CD3,skos:exactMatch,omop:3018064,CD3 cells/100 cells in Bone marrow,HumanCurated,orcid:0000-0001-8822-1884,orcid:0000-0002-9348-9284,,
mimic:51088,"Magnesium, Urine",skos:exactMatch,omop:3019738,Magnesium [Mass/volume] in Urine,HumanCurated,,"orcid:0000-0001-8822-1884,0000-0002-9348-9284",,
mimic:51337,HLA-DR,skos:broadMatch,omop:3029669,HLA-DR+ cells/100 cells in Bone marrow,HumanCurated,orcid:0000-0001-8822-1884,orcid:0000-0002-9348-9284,0.1,
mimic:51945,Norovirus Genogroup I,skos:exactMatch,omop:40758035,Norovirus genogroup I RNA [Presence] in Stool by NAA with probe detection,HumanCurated,,"orcid:0000-0001-8822-1884,0000-0002-9348-9284",,
mimic:51946,Norovirus Genogroup II,skos:exactMatch,omop:40758036,Norovirus genogroup II RNA [Presence] in Stool by NAA with probe detection,HumanCurated,,"orcid:0000-0001-8822-1884,0000-0002-9348-9284",,
mimic:51273,"Protein S, Functional",skos:exactMatch,omop:3036669,Protein S actual/normal in Platelet poor plasma by Coagulation assay,HumanCurated,orcid:0000-0001-8822-1884,orcid:0000-0002-9348-9284,,
mimic:52955,CD10,skos:exactMatch,omop:3030454,CD10 cells/100 cells in Bone marrow,HumanCurated,orcid:0000-0001-8822-1884,orcid:0000-0002-9348-9284,,
mimic:51423,HLA-DR,skos:exactMatch,omop:3030297,HLA-DR+ cells/100 cells in Body fluid,HumanCurated,orcid:0000-0001-8822-1884,orcid:0000-0002-9348-9284,,
mimic:51315,CD20,skos:closeMatch,omop:3029955,CD20 blasts/100 blasts in Bone marrow,HumanCurated,orcid:0000-0001-8822-1884,orcid:0000-0002-9348-9284,0.5,
mimic:51289,Serum Viscosity,skos:exactMatch,omop:3010493,Viscosity of Serum,HumanCurated,,"orcid:0000-0001-8822-1884,0000-0002-9348-9284",,
mimic:51420,FMC-7,skos:exactMatch,omop:40760540,FMC7 cells/100 cells in Body fluid,HumanCurated,orcid:0000-0001-8822-1884,orcid:0000-0002-9348-9284,,
mimic:51402,CD23,skos:exactMatch,omop:3033041,CD23 cells/100 cells in Body fluid,HumanCurated,orcid:0000-0001-8822-1884,orcid:0000-0002-9348-9284,,
mimic:51340,Kappa,skos:broadMatch,omop:3051293,Kappa lymphocytes/100 lymphocytes in Bone marrow,HumanCurated,orcid:0000-0001-8822-1884,orcid:0000-0002-9348-9284,0.1,
mimic:51341,Lambda,skos:broadMatch,omop:3000611,Lambda lymphocytes/100 lymphocytes in Specimen,HumanCurated,orcid:0000-0001-8822-1884,orcid:0000-0002-9348-9284,0.1,
mimic:51326,CD5,skos:exactMatch,omop:3035527,CD5 cells/100 cells in Bone marrow,HumanCurated,orcid:0000-0001-8822-1884,orcid:0000-0002-9348-9284,,
mimic:50869,Anti-DGP (IgA/IgG),skos:exactMatch,omop:40766151,Gliadin peptide+tissue transglutaminase IgA+IgG Ab [Presence] in Serum by Immunoassay,HumanCurated,orcid:0000-0001-8822-1884,orcid:0000-0002-9348-9284,,
mimic:51980,Fentanyl,skos:exactMatch,omop:3004176,fentaNYL [Presence] in Urine,HumanCurated,orcid:0000-0001-8822-1884,orcid:0000-0002-9348-9284,,
mimic:52020,UTX10,,,,,,,,Ambiguous name
mimic:51183,CD45,skos:closeMatch,omop:3023116,CD45 (Lymphs) cells/100 cells in Blood,HumanCurated,orcid:0000-0001-8822-1884,orcid:0000-0002-9348-9284,0.5,
mimic:51164,CD19,skos:closeMatch,omop:3016228,CD19 cells/100 cells in Blood,HumanCurated,orcid:0000-0001-8822-1884,orcid:0000-0002-9348-9284,0.5,Duplicate of itemid 51165
mimic:51026,"Amylase, Body Fluid",skos:exactMatch,omop:3012133,Amylase [Enzymatic activity/volume] in Body fluid,HumanCurated,orcid:0000-0001-8822-1884,orcid:0000-0002-9348-9284,,
mimic:51174,CD3 %,skos:exactMatch,omop:3022533,CD3 cells/100 cells in Blood,HumanCurated,orcid:0000-0001-8822-1884,orcid:0000-0002-9348-9284,,
mimic:51175,CD3 Absolute Count,skos:exactMatch,omop:3011412,CD3 cells [#/volume] in Blood,HumanCurated,orcid:0000-0001-8822-1884,orcid:0000-0002-9348-9284,,
mimic:51052,"Creatinine, Pleural",skos:exactMatch,omop:3025065,Creatinine [Mass/volume] in Pleural fluid,HumanCurated,orcid:0000-0001-8822-1884,orcid:0000-0002-9348-9284,,
mimic:51370,"Joint Crystals, Birefringence",skos:broadMatch,omop:3022683,Crystals [type] in Synovial fluid by Light microscopy,HumanCurated,orcid:0000-0001-8822-1884,orcid:0000-0002-9348-9284,0,
mimic:51371,"Joint Crystals, Comment",skos:exactMatch,omop:3012027,Character of Synovial fluid,HumanCurated,orcid:0000-0002-9348-9284,orcid:0000-0001-8822-1884,,
mimic:51372,"Joint Crystals, Location",skos:broadMatch,omop:3050238,Crystals [Presence] in Synovial fluid by Light microscopy,HumanCurated,orcid:0000-0001-8822-1884,orcid:0000-0002-9348-9284,0,
mimic:51374,"Joint Crystals, Shape",skos:broadMatch,omop:3022683,Crystals [type] in Synovial fluid by Light microscopy,HumanCurated,orcid:0000-0001-8822-1884,orcid:0000-0002-9348-9284,0,
mimic:51033,FetalFN,skos:exactMatch,omop:3036848,Fibronectin.fetal [Presence] in Vaginal fluid,HumanCurated,orcid:0000-0001-8822-1884,orcid:0000-0002-9348-9284,,
mimic:52992,Iron Stain,skos:exactMatch,omop:3018543,Iron.microscopic observation [Identifier] in Bone marrow by Potassium ferrocyanide stain,HumanCurated,orcid:0000-0001-8822-1884,orcid:0000-0002-9348-9284,,
mimic:51168,CD20,skos:closeMatch,omop:3022878,CD20 cells/100 cells in Blood,HumanCurated,orcid:0000-0001-8822-1884,orcid:0000-0002-9348-9284,0.5,Duplicate of itemid 51169
mimic:51152,CD10,skos:closeMatch,omop:3010287,CD10 cells/100 cells in Blood,HumanCurated,orcid:0000-0001-8822-1884,orcid:0000-0002-9348-9284,0.5,
mimic:51894,"Strep A, Rapid Antigen",skos:broadMatch,omop:21491660,Streptococcus pyogenes Ag [Presence] in Throat by Rapid immunoassay,HumanCurated,orcid:0000-0001-8822-1884,orcid:0000-0002-9348-9284,0.1,
mimic:51184,CD5,skos:closeMatch,omop:3020383,CD5 cells/100 cells in Blood,HumanCurated,orcid:0000-0001-8822-1884,orcid:0000-0002-9348-9284,0.5,Duplicate of itemid 51185
mimic:51238,Kappa,skos:broadMatch,omop:3007672,Kappa lymphocytes/100 lymphocytes in Blood,HumanCurated,orcid:0000-0001-8822-1884,orcid:0000-0002-9348-9284,0.1,
mimic:51239,Lambda,skos:broadMatch,omop:3034226,Lambda lymphocytes/100 lymphocytes in Blood,HumanCurated,orcid:0000-0001-8822-1884,orcid:0000-0002-9348-9284,0.1,
mimic:51772,PAN3,,,,,,,,Ambiguous name
mimic:51230,HLA-DR,skos:closeMatch,omop:3047187,HLA-DR [Presence],HumanCurated,orcid:0000-0001-8822-1884,orcid:0000-0002-9348-9284,0.5,
mimic:51664,HPE8,,,,,,,,Ambiguous name
mimic:51503,Triple Phosphate Crystals,skos:exactMatch,omop:3001137,Triple phosphate crystals [Presence] in Urine sediment by Light microscopy,HumanCurated,,"orcid:0000-0001-8822-1884,0000-0002-9348-9284",,
mimic:51921,"proBNP, Pleural",skos:exactMatch,omop:46236287,Natriuretic peptide.B prohormone N-Terminal [Mass/volume] in Pleural fluid by Immunoassay,HumanCurated,orcid:0000-0001-8822-1884,orcid:0000-0002-9348-9284,,
mimic:52123,"G6PD, Qualitative",skos:exactMatch,omop:3037292,Glucose-6-Phosphate dehydrogenase [Presence] in Red Blood Cells,HumanCurated,,"orcid:0000-0001-8822-1884,0000-0002-9348-9284",,
mimic:51165,CD19 %,skos:exactMatch,omop:3016228,CD19 cells/100 cells in Blood,HumanCurated,orcid:0000-0001-8822-1884,orcid:0000-0002-9348-9284,,
mimic:51166,CD19 Absolute Count,skos:exactMatch,omop:3010503,CD19 cells [#/volume] in Blood,HumanCurated,orcid:0000-0001-8822-1884,orcid:0000-0002-9348-9284,,
mimic:51169,CD20 %,skos:exactMatch,omop:3022878,CD20 cells/100 cells in Blood,HumanCurated,orcid:0000-0001-8822-1884,orcid:0000-0002-9348-9284,,
mimic:51170,CD20 Absolute Count,skos:exactMatch,omop:3018071,CD20 cells [#/volume] in Blood,HumanCurated,orcid:0000-0001-8822-1884,orcid:0000-0002-9348-9284,,
mimic:51162,CD16/56 Absolute Count,skos:exactMatch,omop:3020358,CD16+CD56+ cells [#/volume] in Blood,HumanCurated,orcid:0000-0001-8822-1884,orcid:0000-0002-9348-9284,,
mimic:51163,CD16/56%,skos:exactMatch,omop:3015455,CD16+CD56+ cells/100 cells in Blood,HumanCurated,orcid:0000-0001-8822-1884,orcid:0000-0002-9348-9284,,
mimic:51429,Mesothelial cells,skos:exactMatch,omop:3036353,Mesothelial cells/100 leukocytes in Body fluid,HumanCurated,orcid:0000-0001-8822-1884,orcid:0000-0002-9348-9284,,
mimic:51299,Von Willebrand Factor Antigen,skos:exactMatch,omop:3036035,von Willebrand factor (vWf) Ag actual/normal in Platelet poor plasma by Immunoassay,HumanCurated,,"orcid:0000-0001-8822-1884,0000-0002-9348-9284",,
mimic:51298,Von Willebrand Factor Activity,skos:exactMatch,omop:3037533,von Willebrand factor (vWf) ristocetin cofactor actual/normal in Platelet poor plasma by Platelet aggregation,HumanCurated,,"orcid:0000-0001-8822-1884,0000-0002-9348-9284",,
mimic:51688,Lyme C6 Ab,skos:exactMatch,omop:3033987,Borrelia burgdorferi C6 Ab [Units/volume] in Serum by Immunoassay,HumanCurated,orcid:0000-0001-8822-1884,orcid:0000-0002-9348-9284,,
mimic:51689,Lyme G and M Value,skos:exactMatch,omop:3044883,Borrelia burgdorferi IgG+IgM Ab [Units/volume] in Serum,HumanCurated,orcid:0000-0001-8822-1884,orcid:0000-0002-9348-9284,,
mimic:51317,CD23,skos:exactMatch,omop:3032694,CD23 cells/100 cells in Bone marrow,HumanCurated,orcid:0000-0001-8822-1884,orcid:0000-0002-9348-9284,,
mimic:51335,FMC-7,skos:broadMatch,omop:3043498,CD20+FMC7+ cells/100 cells in Bone marrow,HumanCurated,orcid:0000-0001-8822-1884,orcid:0000-0002-9348-9284,0.1,
mimic:51368,Eosinophils,skos:exactMatch,omop:3035611,Eosinophils/100 leukocytes in Synovial fluid,HumanCurated,orcid:0000-0001-8822-1884,orcid:0000-0002-9348-9284,,
mimic:51215,FMC-7,skos:exactMatch,omop:3003047,FMC7 cells/100 cells in Blood,HumanCurated,orcid:0000-0001-8822-1884,orcid:0000-0002-9348-9284,,
mimic:51754,VZV IgG Ab Value,skos:exactMatch,omop:3022575,Varicella zoster virus IgG Ab [Units/volume] in Serum,HumanCurated,orcid:0000-0001-8822-1884,orcid:0000-0002-9348-9284,,
mimic:51753,VZV IgG Ab,skos:exactMatch,omop:3022386,Varicella zoster virus IgG Ab [Presence] in Serum,HumanCurated,orcid:0000-0001-8822-1884,orcid:0000-0002-9348-9284,,
mimic:51416,CD7,skos:exactMatch,omop:40760537,CD7 cells/100 cells in Body fluid,HumanCurated,orcid:0000-0001-8822-1884,orcid:0000-0002-9348-9284,,
mimic:51172,CD23,skos:closeMatch,omop:3025559,CD23 cells/100 cells in Blood,HumanCurated,orcid:0000-0001-8822-1884,orcid:0000-0002-9348-9284,0.5,
mimic:51399,CD2,skos:exactMatch,omop:3034427,CD2 cells/100 cells in Body fluid,HumanCurated,orcid:0000-0001-8822-1884,orcid:0000-0002-9348-9284,,
mimic:51406,CD34,skos:exactMatch,omop:40762032,CD34 cells [#/volume] in Body fluid,HumanCurated,orcid:0000-0001-8822-1884,orcid:0000-0002-9348-9284,,
mimic:51769,RUBIgGV,skos:exactMatch,omop:3011564,Rubella virus IgG Ab [Units/volume] in Serum or Plasma by Immunoassay,HumanCurated,orcid:0000-0001-8822-1884,orcid:0000-0002-9348-9284,,
mimic:51724,Rubella IgG Ab,skos:exactMatch,omop:3013750,Rubella virus IgG Ab [Presence] in Serum,HumanCurated,orcid:0000-0001-8822-1884,orcid:0000-0002-9348-9284,,
mimic:51471,Cellular Cast,skos:exactMatch,omop:3042588,Mixed cellular casts [#/area] in Urine sediment by Microscopy low power field,HumanCurated,orcid:0000-0001-8822-1884,orcid:0000-0002-9348-9284,,
mimic:52019,PAN2,,,,,,,,Ambiguous name
mimic:51996,Trichomonas vaginalis,skos:exactMatch,omop:3002253,Trichomonas vaginalis [Presence] in Urine sediment by Light microscopy,HumanCurated,orcid:0000-0001-8822-1884,orcid:0000-0002-9348-9284,,
mimic:51321,CD34,skos:exactMatch,omop:40760512,CD34 cells/100 cells in Bone marrow,HumanCurated,orcid:0000-0001-8822-1884,orcid:0000-0002-9348-9284,,
mimic:51445,"Hematocrit, Pleural",skos:exactMatch,omop:42868643,Hematocrit [Volume Fraction] of Pleural fluid,HumanCurated,orcid:0000-0001-8822-1884,orcid:0000-0002-9348-9284,,
