itemid,label,class,ordercategorydescription,amountuom,omop_conceptid,rxnorm,author_id,reviewer_id,itemid_version,mapping_date,confidence,comment,row_count
223257,Insulin - 70/30,Clinical Drug Form,Drug Push,units,40051377,378857,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,,799
225879,Levofloxacin,Clinical Drug Form,Non Iv Meds,dose,40001160,372588,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,,744
221319,Alteplase (TPA),Clinical Drug Form,Continuous Med,mg,40220959,1804798,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,,737
225866,Erythromycin,Clinical Drug Form,Drug Push,dose,35603399,1668263,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,,724
227528,ACD-A Citrate (500ml),Clinical Drug,Continuous IV,ml,43531812,1425457,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,Deprecated RxNorm Code,683
225873,Gancyclovir,Clinical Drug Form,Drug Push,dose,35605861,1732140,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,,646
229618,Calcium Chloride,Clinical Drug Form,Continuous Med,grams,1593790,1867735,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,,608
222062,Vecuronium,Clinical Drug Form,Drug Push,mg,37498071,2266538,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,,596
225910,Pantoprazole (Protonix),Branded Drug Form,Drug Push,mg,35604332,1737589,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,,589
221393,Atropine,Clinical Drug Form,Drug Push,mg,46287614,1666780,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,,489
225907,Famotidine (Pepcid),Branded Drug Form,Drug Push,mg,40036961,362696,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,,488
225869,Fluconazole,Clinical Drug Form,Non Iv Meds,dose,40040685,372208,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,Non Iv = Oral Capsule?,470
229068,Protamine sulfate,Clinical Drug Form,Drug Push,mg,36249933,1796671,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,,469
221282,Adenosine,Clinical Drug Form,Drug Push,mg,46234159,1654034,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,,457
225945,Lidocaine,Clinical Drug Form,Drug Push,mg,35604127,1737342,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,,428
225853,Ceftazidime,Clinical Drug Form,Drug Push,grams,46275510,1659277,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,,420
225855,Ceftriaxone,Clinical Drug Form,Drug Push,grams,46287316,1664992,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,,416
225905,Voriconazole,Clinical Drug Form,Non Iv Meds,dose,40100981,378691,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,,411
225913,Coumadin (Warfarin),Branded Drug Form,Drug Push,mg,40093131,92279,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,,397
222021,Naloxone (Narcan),Branded Drug Form,Continuous Med,mg,40063502,93418,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,,380
225888,Nafcillin,Clinical Drug Form,Drug Push,grams,35605335,1721457,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,,361
229064,Tigecycline,Clinical Drug Form,Drug Push,dose,35603621,1724329,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,,361
225840,Amikacin,Clinical Drug Form,Drug Push,dose,35606018,1723155,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,,361
223261,Insulin - Humalog 75/25,Branded Drug Form,Drug Push,units,40143226,731280,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,,359
225848,Caspofungin,Clinical Drug Form,Drug Push,dose,35606496,1734691,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,,329
225862,Colistin,Clinical Drug Form,Drug Push,dose,40241491,1117521,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,,329
229639,Bumetanide (Bumex),Branded Drug Form,Drug Push,mg,40014780,92041,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,,318
225881,Linezolid,Clinical Drug Form,Non Iv Meds,dose,40058964,374626,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,,308
225898,Rifampin,Clinical Drug Form,Drug Push,dose,1593015,1863365,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,,297
222021,Naloxone (Narcan),Branded Drug Form,Drug Push,mg,40063502,93418,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,,293
227689,Dilantin,Clinical Drug Form,Continuous Med,mg,35602774,1670350,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,No Branded Drug Form,291
229587,Ceftaroline,Clinical Drug Form,Drug Push,dose,35606420,1724078,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,,273
222168,Propofol,Clinical Drug Form,Drug Push,mcg,40220385,1808216,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,,272
225843,Ampicillin/Sulbactam (Unasyn),Branded Drug Form,Drug Push,grams,46275618,1659594,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,,270
225908,Fondaparinux,Clinical Drug Form,Drug Push,dose,40141704,727559,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,,268
225860,Clindamycin,Clinical Drug Form,Drug Push,mg,35604109,1737230,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,,256
225842,Ampicillin,Clinical Drug Form,Drug Push,grams,35605339,1721470,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,,245
221385,Lorazepam (Ativan),Branded Drug Form,Continuous Med,mg,46287373,1665189,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,,233
225859,Ciprofloxacin,Clinical Drug Form,Drug Push,mg,46287381,1665209,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,,231
229058,Aminocaproic acid (Amicar),Branded Drug Form,Continuous Med,grams,40001911,363495,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,,225
229618,Calcium Chloride,Clinical Drug Form,Drug Push,mg,1593790,1867735,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,,208
225866,Erythromycin,Clinical Drug Form,Non Iv Meds,dose,40041258,372064,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,Non Iv = Oral Tablet?,193
225157,Tirofiban (Aggrastat),Branded Drug Form,Continuous Med,mg,35604303,1737467,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,,192
228003,Tamiflu,Branded Drug Form,Non Iv Meds,dose,40071217,366559,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,,181
225798,Vancomycin,Clinical Drug Form,Non Iv Meds,mg,40087253,374281,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,Non Iv = Oral Capsule?,179
222062,Vecuronium,Clinical Drug Form,Continuous Med,mg,37498071,2266538,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,,179
229615,Esomeprazole (Nexium),Branded Drug Form,Drug Push,dose,35604682,1728039,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,,178
225883,Meropenem,Clinical Drug Form,Drug Push,grams,35606000,1722933,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,,174
227691,Keflex,Branded Drug Form,Non Iv Meds,dose,40021305,366599,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,,171
222151,Procainamide,Clinical Drug Form,Continuous Med,mg,40074327,373597,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,,170
225837,Acyclovir,Clinical Drug Form,Drug Push,mg,35606520,1734931,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,,169
227692,Isuprel,Branded Drug Form,Continuous Med,mg,35603336,1667910,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,,156
227690,Fosphenytoin,Clinical Drug Form,Continuous Med,mg,35602746,1670194,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,,148
225860,Clindamycin,Clinical Drug Form,Non Iv Meds,dose,40030606,371555,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,Non Iv = Oral Capsule?,147
229760,Epoprostenol (Veletri),Branded Drug Form,Continuous Med,mg,42629311,1789866,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,,147
229069,Digoxin (Lanoxin),Branded Drug Form,Drug Push,mcg,35606376,1743560,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,,146
225844,Atovaquone,Clinical Drug Form,Non Iv Meds,dose,40095268,370962,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,Non Iv = Oral Tablet?,136
229617,Epinephrine.,Clinical Drug Form,Drug Push,mg,46275915,1660013,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,,134
229618,Calcium Chloride,Clinical Drug Form,Drug Push,grams,1593790,1867735,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,,134
229764,Angiotensin II (Giapreza),Branded Drug Form,Continuous Med,mg,963895,1999010,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,,133
227524,Magnesium Sulfate (OB-GYN),Clinical Drug Form,Continuous Med,grams,46275855,1656665,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,,133
229066,Treprostinil (Remodulin),Branded Drug Form,Continuous Med,mg,40090705,402707,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,,133
225898,Rifampin,Clinical Drug Form,Non Iv Meds,dose,40079867,373781,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,Non Iv = Oral Capsule?,124
225869,Fluconazole,Clinical Drug Form,Drug Push,mg,35605308,1721309,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,,119
225881,Linezolid,Clinical Drug Form,Drug Push,mg,46276318,1662277,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,,115
222318,Verapamil,Clinical Drug Form,Drug Push,mg,46287341,1665056,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,,104
229709,Angiotensin II (Giapreza),Branded Drug Form,Continuous Med,mg,963895,1999010,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,,103
221689,Drotrecogin (Xigris),Branded Drug Form,Continuous Med,mg,40058299,363567,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,,102
225885,Micafungin,Clinical Drug Form,Drug Push,mg,35606010,1722943,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,,102
225903,Valgancyclovir,Clinical Drug Form,Non Iv Meds,dose,40100427,374656,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,Non Iv = Oral Tablet?,96
225871,Foscarnet,Clinical Drug Form,Drug Push,dose,35606300,1734376,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,,95
225879,Levofloxacin,Clinical Drug Form,Drug Push,mg,46287433,1665494,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,,95
225893,Piperacillin/Tazobactam (Zosyn),Branded Drug Form,Drug Push,grams,46275429,1659133,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,,93
227520,Methadone Hydrochloride,Clinical Drug Form,Continuous Med,mg,40063779,372807,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,,92
229618,Calcium Chloride,Clinical Drug Form,Continuous Med,mg,1593790,1867735,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,,91
225875,Gentamicin,Clinical Drug Form,Drug Push,mg,1594391,1870244,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,,90
225152,Heparin Sodium,Clinical Drug Form,Continuous IV,units,1718457,1857598,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,,87
225942,Fentanyl (Concentrate),Clinical Drug Form,Continuous Med,mcg,35603427,1735002,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,,83
225893,Piperacillin/Tazobactam (Zosyn),Branded Drug Form,Drug Push,mg,46275429,1659133,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,,83
225845,Azithromycin,Clinical Drug Form,Drug Push,mg,35603388,1668237,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,,82
225899,Bactrim (SMX/TMP),Branded Drug Form,Drug Push,mg,40081376,403106,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,,74
229058,Aminocaproic acid (Amicar),Branded Drug Form,Continuous Med,mg,40001911,363495,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,,64
225851,Cefepime,Clinical Drug Form,Drug Push,mg,46287348,1665087,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,,60
225906,Enoxaparin (Lovenox),Branded Drug Form,Drug Push,mg,40042753,362788,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,,59
222037,Nesiritide,Clinical Drug Form,Continuous Med,mg,35604555,1738341,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,,58
229062,Mycophenolate mofetil (Cellcept),Branded Drug Form,Continuous Med,mg,35604047,1726179,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,,50
225167,Hydrochloric Acid - HCL,Clinical Drug Form,Continuous IV,mEq,40044812,370634,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,,49
227534,Cyclosporine,Clinical Drug Form,Continuous Med,mg,35606027,1732364,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,,45
228316,Levetiracetam (Keppra),Branded Drug Form,Continuous Med,dose,42629457,1790332,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,,41
228315,Acetaminophen-IV,Clinical Drug Form,Drug Push,grams,40220874,1803956,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,,41
225859,Ciprofloxacin,Clinical Drug Form,Non Iv Meds,mg,40028726,371525,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,Non Iv = Oral Tablet?,35
225884,Metronidazole,Clinical Drug Form,Non Iv Meds,mg,40062617,372895,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,Non Iv = Oral Capsule?,35
225863,Daptomycin,Clinical Drug Form,Drug Push,mg,35605612,1731096,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,,35
221744,Fentanyl,Clinical Drug Form,Continuous Med,mcg,35603427,1735002,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,,34
229061,Ertapenem sodium (Invanz),Branded Drug Form,Drug Push,dose,35606490,1734685,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,,33
225866,Erythromycin,Clinical Drug Form,Non Iv Meds,mg,40041258,372064,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,Non Iv = Oral Tablet?,32
225837,Acyclovir,Clinical Drug Form,Non Iv Meds,mg,40006515,370537,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,Non Iv = Oral Tablet?,31
225850,Cefazolin,Clinical Drug Form,Drug Push,mg,46287337,1665049,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,,31
225833,Thiamine,Clinical Drug Form,Continuous IV,dose,40091031,370492,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,,31
225911,Ranitidine (Prophylaxis),Clinical Drug Form,Drug Push,mg,1718654,1859541,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,,28
225847,Aztreonam,Clinical Drug Form,Drug Push,mg,46287306,1664980,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,,27
222021,Naloxone (Narcan),Branded Drug Form,Drug Push,mcg,40063502,93418,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,,26
225896,Quinine,Clinical Drug Form,Non Iv Meds,dose,40076683,373742,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,Non Iv = Oral Tablet?,24
229781,Bivalirudin (Angiomax) (Impella),Branded Drug Form,Continuous Med,mg,46275132,1657994,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,,24
225902,Tobramycin,Clinical Drug Form,Drug Push,mg,35605484,1740474,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,,24
225879,Levofloxacin,Clinical Drug Form,Non Iv Meds,mg,40001160,372588,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,,22
225865,Doxycycline,Clinical Drug Form,Drug Push,mg,46233979,1652652,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,,22
225866,Erythromycin,Clinical Drug Form,Drug Push,mg,35603399,1668263,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,,22
229619,Insulin - U500,Branded Drug Form,Drug Push,units,40052771,362622,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,,21
225905,Voriconazole,Clinical Drug Form,Non Iv Meds,mg,40100981,378691,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,,20
221342,Aminophylline,Clinical Drug Form,Continuous Med,mg,35603807,1724665,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,,20
227690,Fosphenytoin,Clinical Drug Form,Drug Push,dose,35602746,1670194,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,,20
225892,Piperacillin,Clinical Drug Form,Drug Push,grams,40077149,373467,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,,18
221892,Lepirudin,Clinical Drug Form,Continuous Med,mg,40058579,376893,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,,17
229069,Digoxin (Lanoxin),Branded Drug Form,Drug Push,dose,35606376,1743560,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,,17
229861,Sodium Acetate.,Clinical Drug Form,Continuous IV,mEq,1718645,1859489,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,,17
225899,Bactrim (SMX/TMP),Branded Drug Form,Non Iv Meds,mg,40081391,369244,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,,16
225873,Gancyclovir,Clinical Drug Form,Drug Push,mg,35605861,1732140,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,,16
227694,Omeprazole (Prilosec),Clinical Drug Form,Drug Push,mg,40069724,375193,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,No Branded Drug Form,16
225877,Isoniazid,Clinical Drug Form,Non Iv Meds,dose,40050639,370716,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,,15
225975,Heparin Sodium (Prophylaxis),Clinical Drug Form,Drug Push,mg,1718457,1857598,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,,15
225895,Pyrazinamide,Clinical Drug Form,Non Iv Meds,dose,40075135,373701,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,Non Iv = Oral Tablet?,14
225845,Azithromycin,Clinical Drug Form,Non Iv Meds,dose,40013068,370976,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,Non Iv = Oral Tablet?,14
225847,Aztreonam,Clinical Drug Form,Drug Push,grams,46287306,1664980,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,,14
225855,Ceftriaxone,Clinical Drug Form,Drug Push,mg,46287316,1664992,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,,14
225892,Piperacillin,Clinical Drug Form,Drug Push,mg,40077149,373467,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,,14
225868,Ethambutol,Clinical Drug Form,Non Iv Meds,dose,40039047,372091,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,Non Iv = Oral Tablet?,13
225890,Penicillin G potassium,Clinical Drug Form,Non Iv Meds,dose,40072616,373259,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,Non Iv = Oral Tablet?,12
221289,Epinephrine,Clinical Drug Form,Continuous Med,mcg,46275915,1660013,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,,12
229587,Ceftaroline,Clinical Drug Form,Drug Push,mg,35606420,1724078,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,,12
225886,Moxifloxacin,Clinical Drug Form,Non Iv Meds,dose,40057469,374619,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,,11
229617,Epinephrine.,Clinical Drug Form,Drug Push,mcg,46275915,1660013,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,,11
225886,Moxifloxacin,Clinical Drug Form,Drug Push,dose,46287377,1665194,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,,11
225905,Voriconazole,Clinical Drug Form,Drug Push,mg,35604631,1727280,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,,11
227691,Keflex,Branded Drug Form,Non Iv Meds,mg,40021305,366599,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,,10
229063,Pamidronate,Clinical Drug Form,Drug Push,mg,35604142,1737448,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,,10
225842,Ampicillin,Clinical Drug Form,Drug Push,mg,35605339,1721470,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,,10
225869,Fluconazole,Clinical Drug Form,Non Iv Meds,mg,40040685,372208,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,Non Iv = Oral Capsule?,9
225860,Clindamycin,Clinical Drug Form,Non Iv Meds,mg,40030606,371555,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,Non Iv = Oral Capsule?,9
227525,Calcium Gluconate (CRRT),Clinical Drug Form,Continuous Med,mg,35603394,1668247,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,,9
228316,Levetiracetam (Keppra),Branded Drug Form,Drug Push,dose,42629457,1790332,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,,9
225876,Imipenem/Cilastatin,Clinical Drug Form,Drug Push,mg,35604058,1726203,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,,9
225848,Caspofungin,Clinical Drug Form,Drug Push,mg,35606496,1734691,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,,9
225912,Carafate (Sucralfate),Branded Drug Form,Drug Push,grams,40080155,369284,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,No Iv Form,9
225881,Linezolid,Clinical Drug Form,Non Iv Meds,mg,40058964,374626,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,,8
221261,Abciximab (Reopro),Branded Drug Form,Continuous Med,mg,46275863,1656685,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,,8
225853,Ceftazidime,Clinical Drug Form,Drug Push,mg,46275510,1659277,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,,8
225888,Nafcillin,Clinical Drug Form,Drug Push,mg,35605335,1721457,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,,8
229064,Tigecycline,Clinical Drug Form,Drug Push,mg,35603621,1724329,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,,8
228003,Tamiflu,Branded Drug Form,Non Iv Meds,mg,40071217,366559,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,,7
229615,Esomeprazole (Nexium),Branded Drug Form,Drug Push,mg,35604682,1728039,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,,7
221833,Hydromorphone (Dilaudid),Branded Drug Form,Drug Push,mcg,35603598,1724273,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,,7
225838,Ambisome,Branded Drug Form,Drug Push,mg,37499293,2285809,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,,7
225844,Atovaquone,Clinical Drug Form,Non Iv Meds,mg,40095268,370962,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,Non Iv = Oral Tablet?,6
228315,Acetaminophen-IV,Clinical Drug Form,Drug Push,dose,40220874,1803956,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,,6
